;gaugeId;issue_date;issue_time;fc_date;fc_value
214;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-11-01;2479.8896484375
215;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-11-02;2440.68212890625
216;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-10-27;2651.561767578125
217;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-10-28;2618.27294921875
218;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-10-29;2571.920654296875
219;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-10-30;2542.922119140625
220;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-10-31;2512.90771484375
221;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-11-01;2467.885009765625
222;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-11-02;2427.294189453125
223;hybas_1121890140;2024-10-28;2024-10-28 13:39:48.614135+00:00;2024-11-03;2388.23779296875
224;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-10-28;2631.3994140625
225;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-10-29;2571.95654296875
226;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-10-30;2559.545166015625
227;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-10-31;2521.6259765625
228;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-11-01;2469.148681640625
229;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-11-02;2427.69189453125
230;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-11-03;2381.74169921875
231;hybas_1121890140;2024-10-29;2024-10-29 14:02:39.720064+00:00;2024-11-04;2336.79345703125
232;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-10-29;2593.9931640625
233;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-10-30;2562.338134765625
234;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-10-31;2538.113525390625
235;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-11-01;2479.529296875
236;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-11-02;2434.49365234375
237;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-11-03;2386.34326171875
238;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-11-04;2340.596923828125
239;hybas_1121890140;2024-10-30;2024-10-30 13:50:56.890743+00:00;2024-11-05;2293.20458984375
240;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-10-30;2580.0810546875
241;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-10-31;2550.343505859375
242;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-01;2506.392578125
243;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-02;2449.971435546875
244;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-03;2402.4150390625
245;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-04;2351.960693359375
246;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-05;2302.7333984375
247;hybas_1121890140;2024-10-31;2024-10-31 13:40:56.019706+00:00;2024-11-06;2243.752685546875
248;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-10-31;2561.054443359375
249;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-01;2495.760498046875
250;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-02;2452.090087890625
251;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-03;2400.635009765625
252;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-04;2349.71533203125
253;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-05;2298.383056640625
254;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-06;2248.225341796875
255;hybas_1121890140;2024-11-01;2024-11-01 13:32:17.647737+00:00;2024-11-07;2172.549072265625
256;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-01;2513.918212890625
257;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-02;2452.035888671875
258;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-03;2410.72802734375
259;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-04;2351.026611328125
260;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-05;2299.407470703125
261;hybas_1121890140;2024-11-02;2024-11-02 13:53:11.483027+00:00;2024-11-06;2254.2666015625
